mixture,E_MeV,n_incident_pooled,n_transmitted_pooled,T,MAC_G4,u_MAC,MAC_XCOM,dev_pct,dev_sigma,MAC_s1,MAC_s2,LAC,u_LAC,MFP_cm,HVL_cm,TVL_cm,RPE_1cm_pct,u_RPE_pct
9,0.06,1993232,1528596,0.766893,0.192122,0.000283,0.193419,-0.671,-4.59,0.192032,0.192211,0.265408,0.000391,3.76779,2.61163,8.67565,23.3107,0.0299
9,0.08,1993881,1568272,0.786542,0.173808,0.000267,0.174846,-0.594,-3.89,0.173926,0.173690,0.240109,0.000369,4.16478,2.88681,9.58976,21.3458,0.0290
9,0.1,1994331,1592354,0.798440,0.162940,0.000258,0.163384,-0.272,-1.72,0.163194,0.162687,0.225095,0.000356,4.44256,3.07935,10.22938,20.1560,0.0284
9,0.15,1994926,1634682,0.819420,0.144166,0.000241,0.144676,-0.353,-2.12,0.143990,0.144341,0.199159,0.000332,5.02112,3.48038,11.56156,18.0580,0.0272
9,0.2,1995477,1663049,0.833409,0.131912,0.000229,0.131882,+0.023,+0.13,0.132178,0.131645,0.182230,0.000316,5.48756,3.80368,12.63557,16.6591,0.0264
9,0.3,1996158,1705206,0.854244,0.114038,0.000212,0.114293,-0.223,-1.21,0.113866,0.114209,0.157538,0.000292,6.34766,4.39986,14.61602,14.5756,0.0250
9,0.356,1996452,1723408,0.863235,0.106458,0.000204,0.107083,-0.583,-3.06,0.106495,0.106422,0.147068,0.000282,6.79958,4.71311,15.65661,13.6765,0.0243
9,0.4,1996576,1733755,0.868364,0.102170,0.000199,0.102281,-0.108,-0.55,0.102283,0.102058,0.141144,0.000276,7.08496,4.91092,16.31371,13.1636,0.0239
9,0.5,1996851,1756128,0.879449,0.092989,0.000190,0.093360,-0.398,-1.96,0.093197,0.092781,0.128460,0.000262,7.78452,5.39582,17.92452,12.0551,0.0230
9,0.511,1996954,1757573,0.880127,0.092431,0.000189,0.092506,-0.081,-0.40,0.092446,0.092415,0.127689,0.000261,7.83152,5.42840,18.03274,11.9873,0.0230
9,0.6,1997115,1773651,0.888107,0.085897,0.000182,0.086321,-0.491,-2.33,0.086061,0.085734,0.118664,0.000251,8.42719,5.84128,19.40432,11.1893,0.0223
9,0.662,1997378,1782545,0.892442,0.082372,0.000178,0.082648,-0.334,-1.55,0.082279,0.082465,0.113793,0.000246,8.78787,6.09129,20.23482,10.7558,0.0219
9,0.8,1997496,1799056,0.900656,0.075741,0.000170,0.075804,-0.084,-0.37,0.075541,0.075940,0.104632,0.000235,9.55728,6.62460,22.00644,9.9344,0.0212
9,1.0,1997845,1819774,0.910868,0.067578,0.000160,0.068153,-0.843,-3.59,0.067802,0.067355,0.093357,0.000221,10.71159,7.42471,24.66436,8.9132,0.0202
9,1.173,1997936,1832205,0.917049,0.062683,0.000154,0.062963,-0.444,-1.82,0.062892,0.062475,0.086594,0.000213,11.54808,8.00452,26.59043,8.2951,0.0195
9,1.33,1998138,1842102,0.921909,0.058857,0.000149,0.059033,-0.298,-1.18,0.058989,0.058725,0.081308,0.000206,12.29885,8.52491,28.31914,7.8091,0.0190
9,1.5,1998245,1851030,0.926328,0.055396,0.000144,0.055466,-0.126,-0.49,0.055209,0.055582,0.076527,0.000200,13.06727,9.05754,30.08851,7.3672,0.0185
9,2.0,1998526,1871376,0.936378,0.047584,0.000133,0.047601,-0.035,-0.12,0.047568,0.047601,0.065736,0.000184,15.21238,10.54442,35.02781,6.3622,0.0173
9,2.51,1998704,1885940,0.943581,0.042037,0.000125,0.042063,-0.061,-0.21,0.041896,0.042179,0.058073,0.000173,17.21982,11.93587,39.65011,5.6419,0.0163
9,3.0,1998880,1896525,0.948794,0.038049,0.000119,0.038183,-0.350,-1.12,0.038062,0.038037,0.052564,0.000164,19.02451,13.18679,43.80556,5.1206,0.0156
9,4.0,1998987,1910782,0.955875,0.032667,0.000110,0.032682,-0.046,-0.14,0.032682,0.032652,0.045128,0.000152,22.15921,15.35959,51.02346,4.4125,0.0145
9,5.0,1999111,1920767,0.960811,0.028939,0.000103,0.029063,-0.427,-1.20,0.029042,0.028836,0.039978,0.000143,25.01376,17.33822,57.59631,3.9189,0.0137
9,6.0,1999184,1927115,0.963951,0.026577,0.000099,0.026510,+0.253,+0.68,0.026595,0.026559,0.036715,0.000137,27.23680,18.87911,62.71505,3.6049,0.0132
9,7.0,1999219,1932263,0.966509,0.024659,0.000095,0.024618,+0.165,+0.43,0.024590,0.024727,0.034065,0.000132,29.35586,20.34793,67.59436,3.3491,0.0127
9,8.0,1999249,1936327,0.968527,0.023149,0.000092,0.023162,-0.058,-0.15,0.023199,0.023098,0.031979,0.000127,31.27078,21.67526,72.00364,3.1473,0.0123
9,9.0,1999294,1939740,0.970212,0.021890,0.000090,0.022017,-0.577,-1.42,0.021779,0.022002,0.030240,0.000124,33.06859,22.92140,76.14325,2.9788,0.0120
9,10.0,1999294,1942034,0.971360,0.021034,0.000088,0.021090,-0.263,-0.63,0.021225,0.020844,0.029058,0.000121,34.41365,23.85372,79.24035,2.8640,0.0118
9,11.0,1999337,1944401,0.972523,0.020168,0.000086,0.020330,-0.795,-1.88,0.020109,0.020228,0.027862,0.000119,35.89161,24.87817,82.64348,2.7477,0.0116
9,12.0,1999391,1945815,0.973204,0.019662,0.000085,0.019696,-0.174,-0.40,0.019653,0.019671,0.027162,0.000117,36.81652,25.51927,84.77316,2.6796,0.0114
9,13.0,1999349,1947100,0.973867,0.019169,0.000084,0.019160,+0.045,+0.10,0.019170,0.019167,0.026481,0.000116,37.76358,26.17572,86.95385,2.6133,0.0113
9,14.0,1999375,1948998,0.974804,0.018473,0.000082,0.018708,-1.258,-2.86,0.018313,0.018632,0.025519,0.000114,39.18612,27.16175,90.22938,2.5196,0.0111
9,15.0,1999392,1949989,0.975291,0.018111,0.000081,0.018320,-1.142,-2.57,0.018118,0.018104,0.025019,0.000113,39.96898,27.70439,92.03198,2.4709,0.0110
10,0.01,1804401,8070,0.004472,3.823833,0.007851,3.875243,-1.327,-6.55,3.822323,3.825345,5.409830,0.011107,0.18485,0.12813,0.42563,99.5528,0.0050
10,0.015,1936713,331515,0.171174,1.247608,0.001118,1.248791,-0.095,-1.06,1.248678,1.246540,1.765074,0.001581,0.56655,0.39270,1.30453,82.8826,0.0271
10,0.02,1969548,801677,0.407036,0.635337,0.000608,0.631033,+0.682,+7.08,0.635182,0.635492,0.898854,0.000860,1.11253,0.77115,2.56169,59.2964,0.0350
10,0.03,1986438,1262966,0.635794,0.320109,0.000380,0.319082,+0.322,+2.71,0.320342,0.319877,0.452880,0.000537,2.20809,1.53053,5.08431,36.4206,0.0341
10,0.04,1990714,1416764,0.711686,0.240406,0.000319,0.240677,-0.113,-0.85,0.240235,0.240576,0.340118,0.000451,2.94016,2.03796,6.76996,28.8314,0.0321
10,0.05,1992354,1483845,0.744770,0.208289,0.000293,0.209510,-0.583,-4.17,0.208254,0.208324,0.294680,0.000415,3.39351,2.35220,7.81384,25.5230,0.0309
10,0.06,1993155,1518472,0.761843,0.192268,0.000280,0.192974,-0.366,-2.52,0.192356,0.192180,0.272014,0.000396,3.67628,2.54820,8.46494,23.8157,0.0302
10,0.08,1993923,1559122,0.781937,0.173867,0.000264,0.174545,-0.388,-2.56,0.174281,0.173453,0.245981,0.000374,4.06535,2.81789,9.36082,21.8063,0.0292
10,0.1,1994286,1585445,0.794994,0.162162,0.000254,0.163140,-0.600,-3.85,0.162170,0.162154,0.229421,0.000360,4.35880,3.02129,10.03651,20.5006,0.0286
10,0.15,1995168,1627673,0.815807,0.143894,0.000238,0.144482,-0.407,-2.47,0.143853,0.143936,0.203577,0.000336,4.91215,3.40484,11.31064,18.4193,0.0274
10,0.2,1995600,1656795,0.830224,0.131513,0.000226,0.131708,-0.148,-0.86,0.131647,0.131378,0.186060,0.000320,5.37462,3.72540,12.37551,16.9776,0.0266
10,0.3,1996308,1698626,0.850884,0.114139,0.000209,0.114142,-0.003,-0.02,0.114307,0.113971,0.161480,0.000296,6.19273,4.29247,14.25928,14.9116,0.0252
10,0.356,1996462,1716749,0.859896,0.106692,0.000202,0.106941,-0.233,-1.23,0.106667,0.106717,0.150944,0.000286,6.62496,4.59207,15.25454,14.0104,0.0246
10,0.4,1996441,1728320,0.865701,0.101936,0.000197,0.102146,-0.205,-1.06,0.102353,0.101521,0.144216,0.000279,6.93403,4.80630,15.96620,13.4299,0.0241
10,0.5,1996879,1750612,0.876674,0.093033,0.000188,0.093237,-0.219,-1.09,0.092802,0.093264,0.131620,0.000265,7.59763,5.26627,17.49419,12.3326,0.0233
10,0.511,1996947,1752534,0.877607,0.092281,0.000187,0.092385,-0.112,-0.55,0.092363,0.092200,0.130557,0.000264,7.65950,5.30916,17.63666,12.2393,0.0232
10,0.6,1997150,1768442,0.885483,0.085966,0.000180,0.086207,-0.279,-1.34,0.085789,0.086143,0.121622,0.000254,8.22218,5.69918,18.93227,11.4517,0.0225
10,0.662,1997302,1777600,0.890001,0.082369,0.000176,0.082538,-0.205,-0.96,0.082084,0.082654,0.116533,0.000249,8.58125,5.94807,19.75906,10.9999,0.0221
10,0.8,1997479,1795011,0.898638,0.075542,0.000168,0.075705,-0.215,-0.97,0.075334,0.075751,0.106875,0.000238,9.35675,6.48560,21.54471,10.1362,0.0214
10,1.0,1997752,1814979,0.908511,0.067819,0.000159,0.068065,-0.361,-1.55,0.067768,0.067870,0.095949,0.000225,10.42224,7.22415,23.99810,9.1489,0.0204
10,1.173,1998001,1828156,0.914993,0.062794,0.000152,0.062880,-0.136,-0.56,0.063013,0.062576,0.088839,0.000216,11.25627,7.80225,25.91852,8.5007,0.0197
10,1.33,1998099,1838588,0.920169,0.058807,0.000147,0.058956,-0.253,-1.01,0.058733,0.058882,0.083198,0.000208,12.01947,8.33126,27.67585,7.9831,0.0192
10,1.5,1998262,1848585,0.925096,0.055032,0.000142,0.055394,-0.654,-2.54,0.055082,0.054982,0.077857,0.000201,12.84401,8.90279,29.57442,7.4904,0.0186
10,2.0,1998514,1868953,0.935171,0.047376,0.000132,0.047542,-0.350,-1.26,0.047355,0.047396,0.067026,0.000186,14.91969,10.34154,34.35385,6.4829,0.0174
10,2.51,1998655,1883445,0.942356,0.041966,0.000124,0.042012,-0.110,-0.37,0.042183,0.041749,0.059372,0.000175,16.84298,11.67467,38.78240,5.7644,0.0165
10,3.0,1998830,1894171,0.947640,0.038014,0.000118,0.038141,-0.333,-1.08,0.038026,0.038002,0.053781,0.000166,18.59402,12.88839,42.81431,5.2360,0.0158
10,4.0,1998962,1908773,0.954882,0.032633,0.000109,0.032653,-0.063,-0.19,0.032444,0.032821,0.046167,0.000154,21.66030,15.01377,49.87468,4.5118,0.0147
10,5.0,1999087,1918580,0.959728,0.029054,0.000102,0.029043,+0.039,+0.11,0.029131,0.028978,0.041105,0.000145,24.32779,16.86274,56.01682,4.0272,0.0139
10,6.0,1999160,1926145,0.963477,0.026299,0.000097,0.026497,-0.748,-2.04,0.026323,0.026275,0.037206,0.000138,26.87703,18.62974,61.88664,3.6523,0.0133
10,7.0,1999223,1931383,0.966067,0.024401,0.000094,0.024612,-0.856,-2.25,0.024467,0.024336,0.034522,0.000133,28.96680,20.07826,66.69853,3.3933,0.0128
10,8.0,1999282,1934781,0.967738,0.023180,0.000091,0.023161,+0.081,+0.21,0.023304,0.023056,0.032794,0.000129,30.49341,21.13642,70.21366,3.2262,0.0125
10,9.0,1999314,1938492,0.969579,0.021837,0.000089,0.022021,-0.837,-2.08,0.021837,0.021836,0.030894,0.000125,32.36899,22.43647,74.53234,3.0421,0.0121
10,10.0,1999329,1940455,0.970553,0.021127,0.000087,0.021097,+0.140,+0.34,0.021164,0.021089,0.029889,0.000123,33.45697,23.19060,77.03751,2.9447,0.0120
10,11.0,1999341,1943027,0.971834,0.020195,0.000085,0.020341,-0.720,-1.72,0.020165,0.020224,0.028571,0.000120,35.00106,24.26089,80.59293,2.8166,0.0117
10,12.0,1999391,1944692,0.972642,0.019607,0.000084,0.019710,-0.524,-1.23,0.019604,0.019610,0.027739,0.000119,36.05029,24.98816,83.00887,2.7358,0.0115
10,13.0,1999360,1945830,0.973226,0.019182,0.000083,0.019176,+0.033,+0.08,0.019271,0.019094,0.027139,0.000117,36.84801,25.54109,84.84568,2.6774,0.0114
10,14.0,1999376,1947402,0.974005,0.018617,0.000082,0.018727,-0.586,-1.34,0.018633,0.018601,0.026339,0.000116,37.96658,26.31643,87.42128,2.5995,0.0113
10,15.0,1999399,1948431,0.974508,0.018252,0.000081,0.018342,-0.491,-1.11,0.018190,0.018314,0.025822,0.000114,38.72636,26.84307,89.17075,2.5492,0.0111
