condition,value,E_MeV,mixture,d_mfp,B_exposure,T_primary,T_broad,T_broad_using_Geant4_MAC
areal_mass_g_cm2,1,11,6,0.020308,,,,
areal_mass_g_cm2,1,11,7,0.020319,,,,
areal_mass_g_cm2,1,11,8,0.020325,,,,
areal_mass_g_cm2,1,11,9,0.02033,,,,
areal_mass_g_cm2,1,11,10,0.020341,,,,
areal_mass_g_cm2,1,12,1,0.019675,,,,
areal_mass_g_cm2,1,12,2,0.019668,,,,
areal_mass_g_cm2,1,12,3,0.019681,,,,
areal_mass_g_cm2,1,12,4,0.01963,,,,
areal_mass_g_cm2,1,12,5,0.019653,,,,
areal_mass_g_cm2,1,12,6,0.019668,,,,
areal_mass_g_cm2,1,12,7,0.019682,,,,
areal_mass_g_cm2,1,12,8,0.019689,,,,
areal_mass_g_cm2,1,12,9,0.019696,,,,
areal_mass_g_cm2,1,12,10,0.01971,,,,
areal_mass_g_cm2,1,13,1,0.019134,,,,
areal_mass_g_cm2,1,13,2,0.01912,,,,
areal_mass_g_cm2,1,13,3,0.019148,,,,
areal_mass_g_cm2,1,13,4,0.019097,,,,
areal_mass_g_cm2,1,13,5,0.019109,,,,
areal_mass_g_cm2,1,13,6,0.019126,,,,
areal_mass_g_cm2,1,13,7,0.019143,,,,
areal_mass_g_cm2,1,13,8,0.019151,,,,
areal_mass_g_cm2,1,13,9,0.01916,,,,
areal_mass_g_cm2,1,13,10,0.019176,,,,
areal_mass_g_cm2,1,14,1,0.018678,,,,
areal_mass_g_cm2,1,14,2,0.018657,,,,
areal_mass_g_cm2,1,14,3,0.018699,,,,
areal_mass_g_cm2,1,14,4,0.018649,,,,
areal_mass_g_cm2,1,14,5,0.018649,,,,
areal_mass_g_cm2,1,14,6,0.018669,,,,
areal_mass_g_cm2,1,14,7,0.018688,,,,
areal_mass_g_cm2,1,14,8,0.018698,,,,
areal_mass_g_cm2,1,14,9,0.018708,,,,
areal_mass_g_cm2,1,14,10,0.018727,,,,
areal_mass_g_cm2,1,15,1,0.018287,,,,
areal_mass_g_cm2,1,15,2,0.01826,,,,
areal_mass_g_cm2,1,15,3,0.018314,,,,
areal_mass_g_cm2,1,15,4,0.018264,,,,
areal_mass_g_cm2,1,15,5,0.018254,,,,
areal_mass_g_cm2,1,15,6,0.018276,,,,
areal_mass_g_cm2,1,15,7,0.018298,,,,
areal_mass_g_cm2,1,15,8,0.018309,,,,
areal_mass_g_cm2,1,15,9,0.01832,,,,
areal_mass_g_cm2,1,15,10,0.018342,,,,
areal_mass_g_cm2,2,0.015,1,2.556656,1.4447652965481605,0.07756368020132166,0.11206131342742918,0.11242367734387143
areal_mass_g_cm2,2,0.015,2,2.467098,1.4624857944456737,0.08483068077726601,0.12406366556990722,0.12408907117841447
areal_mass_g_cm2,2,0.015,3,2.646216,1.4269950360258408,0.07091906370446374,0.10120115186587013,0.1020837877058077
areal_mass_g_cm2,2,0.015,4,2.649812,1.424866126790892,0.07066449673711145,0.10068744776743561,0.10127674060747188
areal_mass_g_cm2,2,0.015,5,2.592102,1.4407236475274834,0.07486251357942661,0.10785619362722726,0.10820377672818927
areal_mass_g_cm2,2,0.015,6,2.568472,1.4434145110347407,0.07665258112982748,0.11064144791106073,0.11104333576380086
areal_mass_g_cm2,2,0.015,7,2.544842,1.4461198946294376,0.07848545170248589,0.1134993731459427,0.11365432808090344
areal_mass_g_cm2,2,0.015,8,2.533026,1.4474779340044586,0.07941833642884394,0.11495628953609405,0.11548077646248932
areal_mass_g_cm2,2,0.015,9,2.521212,1.448839786436758,0.08036214877761302,0.11643187847255582,0.11689806826968331
areal_mass_g_cm2,2,0.015,10,2.497582,1.4515741707324163,0.08228372030826522,0.11944092307124818,0.11970496405980079
areal_mass_g_cm2,2,0.02,1,1.291162,1.6931706933374482,0.27495110420920205,0.4655391517477916,0.46341246415715476
areal_mass_g_cm2,2,0.02,2,1.255346,1.7167942902744864,0.28497722904307016,0.48924727967938736,0.4859563021136443
areal_mass_g_cm2,2,0.02,3,1.32698,1.6690990678376447,0.2652771899131833,0.44277391040268405,0.4403262217880038
areal_mass_g_cm2,2,0.02,4,1.329012,1.666797161551707,0.2647386939604562,0.4412657036461944,0.4386648448262323
areal_mass_g_cm2,2,0.02,5,1.30862,1.6858889212559545,0.27019266510338064,0.45551482070240973,0.4517129660860291
areal_mass_g_cm2,2,0.02,6,1.296982,1.6907440601820898,0.27335553638886834,0.46217424946736824,0.45998073324869676
areal_mass_g_cm2,2,0.02,7,1.285344,1.6955976300247704,0.2765554321981889,0.46892673540572516,0.4653198726212964
areal_mass_g_cm2,2,0.02,8,1.279524,1.698023184646409,0.27816967771149786,0.4723385620197428,0.4693924136701548
areal_mass_g_cm2,2,0.02,9,1.273706,1.7004488658339563,0.27979278593986295,0.4757733255199629,0.47311940699328775
areal_mass_g_cm2,2,0.02,10,1.262066,1.7052961479791073,0.28306860223252317,0.4827157970009519,0.4795832307319669
areal_mass_g_cm2,2,0.03,1,0.648432,2.1102814983510667,0.5228649866316718,1.1033923074243948,1.102987908641622
areal_mass_g_cm2,2,0.03,2,0.63935,2.144918368889174,0.5276352755333397,1.1317345945653607,1.1310225797466384
areal_mass_g_cm2,2,0.03,3,0.657512,2.0837862040782307,0.5181388616315117,1.0796906116645433,1.0792783842435298
areal_mass_g_cm2,2,0.03,4,0.657828,2.0787097101384875,0.5179751556181486,1.0767199855939396,1.075983584573295
areal_mass_g_cm2,2,0.03,5,0.654592,2.0954262331789835,0.519654038188666,1.088896703797924,1.0880889152361553
areal_mass_g_cm2,2,0.03,6,0.650484,2.1051745765762258,0.5217931677413777,1.0984657109603224,1.0982061777547052
areal_mass_g_cm2,2,0.03,7,0.646378,2.115369175090067,0.5239400550314913,1.1083266420086102,1.107630161966143
areal_mass_g_cm2,2,0.03,8,0.644324,2.1204405155641086,0.5250173338911691,1.1132680261562844,1.1130121153640002
areal_mass_g_cm2,2,0.03,9,0.64227,2.1254952552462227,0.526096827755656,1.118216311194736,1.117604417617994
areal_mass_g_cm2,2,0.03,10,0.638164,2.13555723024556,0.5282614222017019,1.128132499642647,1.1276419423198867
areal_mass_g_cm2,2,0.04,1,0.486428,,,,
areal_mass_g_cm2,2,0.04,2,0.483596,,,,
areal_mass_g_cm2,2,0.04,3,0.489262,,,,
areal_mass_g_cm2,2,0.04,4,0.489002,,,,
areal_mass_g_cm2,2,0.04,5,0.489474,,,,
areal_mass_g_cm2,2,0.04,6,0.487444,,,,
areal_mass_g_cm2,2,0.04,7,0.485414,,,,
areal_mass_g_cm2,2,0.04,8,0.484398,,,,
areal_mass_g_cm2,2,0.04,9,0.483384,,,,
areal_mass_g_cm2,2,0.04,10,0.481354,,,,
areal_mass_g_cm2,2,0.05,1,0.422142,,,,
areal_mass_g_cm2,2,0.05,2,0.421458,,,,
areal_mass_g_cm2,2,0.05,3,0.422824,,,,
areal_mass_g_cm2,2,0.05,4,0.422344,,,,
areal_mass_g_cm2,2,0.05,5,0.424014,,,,
areal_mass_g_cm2,2,0.05,6,0.422766,,,,
areal_mass_g_cm2,2,0.05,7,0.421516,,,,
areal_mass_g_cm2,2,0.05,8,0.420892,,,,
areal_mass_g_cm2,2,0.05,9,0.420268,,,,
areal_mass_g_cm2,2,0.05,10,0.41902,,,,
areal_mass_g_cm2,2,0.06,1,0.388174,,,,
areal_mass_g_cm2,2,0.06,2,0.388406,,,,
areal_mass_g_cm2,2,0.06,3,0.38794,,,,
areal_mass_g_cm2,2,0.06,4,0.387368,,,,
areal_mass_g_cm2,2,0.06,5,0.389508,,,,
areal_mass_g_cm2,2,0.06,6,0.388618,,,,
areal_mass_g_cm2,2,0.06,7,0.387728,,,,
areal_mass_g_cm2,2,0.06,8,0.387282,,,,
areal_mass_g_cm2,2,0.06,9,0.386838,,,,
areal_mass_g_cm2,2,0.06,10,0.385948,,,,
areal_mass_g_cm2,2,0.08,1,0.350596,,,,
areal_mass_g_cm2,2,0.08,2,0.351512,,,,
areal_mass_g_cm2,2,0.08,3,0.34968,,,,
areal_mass_g_cm2,2,0.08,4,0.349058,,,,
areal_mass_g_cm2,2,0.08,5,0.3515,,,,
areal_mass_g_cm2,2,0.08,6,0.350896,,,,
areal_mass_g_cm2,2,0.08,7,0.350294,,,,
areal_mass_g_cm2,2,0.08,8,0.349992,,,,
areal_mass_g_cm2,2,0.08,9,0.349692,,,,
areal_mass_g_cm2,2,0.08,10,0.34909,,,,
areal_mass_g_cm2,2,0.1,1,0.3275,,,,
areal_mass_g_cm2,2,0.1,2,0.32862,,,,
areal_mass_g_cm2,2,0.1,3,0.326382,,,,
areal_mass_g_cm2,2,0.1,4,0.32576,,,,
areal_mass_g_cm2,2,0.1,5,0.328234,,,,
areal_mass_g_cm2,2,0.1,6,0.327746,,,,
areal_mass_g_cm2,2,0.1,7,0.327256,,,,
areal_mass_g_cm2,2,0.1,8,0.327012,,,,
areal_mass_g_cm2,2,0.1,9,0.326768,,,,
areal_mass_g_cm2,2,0.1,10,0.32628,,,,
areal_mass_g_cm2,2,0.15,1,0.289936,,,,
areal_mass_g_cm2,2,0.15,2,0.291126,,,,
areal_mass_g_cm2,2,0.15,3,0.288748,,,,
areal_mass_g_cm2,2,0.15,4,0.288174,,,,
areal_mass_g_cm2,2,0.15,5,0.29052,,,,
areal_mass_g_cm2,2,0.15,6,0.290132,,,,
areal_mass_g_cm2,2,0.15,7,0.289742,,,,
areal_mass_g_cm2,2,0.15,8,0.289548,,,,
areal_mass_g_cm2,2,0.15,9,0.289352,,,,
areal_mass_g_cm2,2,0.15,10,0.288964,,,,
areal_mass_g_cm2,2,0.2,1,0.264286,,,,
areal_mass_g_cm2,2,0.2,2,0.265426,,,,
areal_mass_g_cm2,2,0.2,3,0.263146,,,,
areal_mass_g_cm2,2,0.2,4,0.262618,,,,
areal_mass_g_cm2,2,0.2,5,0.264808,,,,
areal_mass_g_cm2,2,0.2,6,0.26446,,,,
areal_mass_g_cm2,2,0.2,7,0.264112,,,,
areal_mass_g_cm2,2,0.2,8,0.263938,,,,
areal_mass_g_cm2,2,0.2,9,0.263764,,,,
areal_mass_g_cm2,2,0.2,10,0.263416,,,,
areal_mass_g_cm2,2,0.3,1,0.229038,,,,
areal_mass_g_cm2,2,0.3,2,0.23006,,,,
areal_mass_g_cm2,2,0.3,3,0.228018,,,,
areal_mass_g_cm2,2,0.3,4,0.227562,,,,
areal_mass_g_cm2,2,0.3,5,0.22949,,,,
areal_mass_g_cm2,2,0.3,6,0.22919,,,,
areal_mass_g_cm2,2,0.3,7,0.228888,,,,
areal_mass_g_cm2,2,0.3,8,0.228736,,,,
areal_mass_g_cm2,2,0.3,9,0.228586,,,,
areal_mass_g_cm2,2,0.3,10,0.228284,,,,
areal_mass_g_cm2,2,0.356,1,0.214592,,,,
areal_mass_g_cm2,2,0.356,2,0.215556,,,,
areal_mass_g_cm2,2,0.356,3,0.213628,,,,
areal_mass_g_cm2,2,0.356,4,0.213202,,,,
areal_mass_g_cm2,2,0.356,5,0.215018,,,,
areal_mass_g_cm2,2,0.356,6,0.214734,,,,
areal_mass_g_cm2,2,0.356,7,0.21445,,,,
areal_mass_g_cm2,2,0.356,8,0.214308,,,,
areal_mass_g_cm2,2,0.356,9,0.214166,,,,
areal_mass_g_cm2,2,0.356,10,0.213882,,,,
areal_mass_g_cm2,2,0.4,1,0.204968,,,,
areal_mass_g_cm2,2,0.4,2,0.205892,,,,
areal_mass_g_cm2,2,0.4,3,0.204044,,,,
areal_mass_g_cm2,2,0.4,4,0.203636,,,,
areal_mass_g_cm2,2,0.4,5,0.205374,,,,
areal_mass_g_cm2,2,0.4,6,0.205104,,,,
areal_mass_g_cm2,2,0.4,7,0.204832,,,,
areal_mass_g_cm2,2,0.4,8,0.204698,,,,
areal_mass_g_cm2,2,0.4,9,0.204562,,,,
areal_mass_g_cm2,2,0.4,10,0.204292,,,,
areal_mass_g_cm2,2,0.5,1,0.187086,,,,
areal_mass_g_cm2,2,0.5,2,0.187932,,,,
areal_mass_g_cm2,2,0.5,3,0.186238,,,,
areal_mass_g_cm2,2,0.5,4,0.185866,,,,
areal_mass_g_cm2,2,0.5,5,0.187452,,,,
areal_mass_g_cm2,2,0.5,6,0.187208,,,,
areal_mass_g_cm2,2,0.5,7,0.186964,,,,
areal_mass_g_cm2,2,0.5,8,0.186842,,,,
areal_mass_g_cm2,2,0.5,9,0.18672,,,,
areal_mass_g_cm2,2,0.5,10,0.186474,,,,
areal_mass_g_cm2,2,0.511,1,0.185376,,,,
areal_mass_g_cm2,2,0.511,2,0.186216,,,,
areal_mass_g_cm2,2,0.511,3,0.184536,,,,
areal_mass_g_cm2,2,0.511,4,0.184166,,,,
areal_mass_g_cm2,2,0.511,5,0.18574,,,,
areal_mass_g_cm2,2,0.511,6,0.185496,,,,
areal_mass_g_cm2,2,0.511,7,0.185254,,,,
areal_mass_g_cm2,2,0.511,8,0.185134,,,,
areal_mass_g_cm2,2,0.511,9,0.185012,,,,
areal_mass_g_cm2,2,0.511,10,0.18477,,,,
areal_mass_g_cm2,2,0.6,1,0.172984,,,,
areal_mass_g_cm2,2,0.6,2,0.173768,,,,
areal_mass_g_cm2,2,0.6,3,0.172198,,,,
areal_mass_g_cm2,2,0.6,4,0.171854,,,,
areal_mass_g_cm2,2,0.6,5,0.173324,,,,
areal_mass_g_cm2,2,0.6,6,0.173096,,,,
areal_mass_g_cm2,2,0.6,7,0.17287,,,,
areal_mass_g_cm2,2,0.6,8,0.172756,,,,
areal_mass_g_cm2,2,0.6,9,0.172642,,,,
areal_mass_g_cm2,2,0.6,10,0.172414,,,,
areal_mass_g_cm2,2,0.662,1,0.165624,,,,
areal_mass_g_cm2,2,0.662,2,0.166378,,,,
areal_mass_g_cm2,2,0.662,3,0.164872,,,,
areal_mass_g_cm2,2,0.662,4,0.164542,,,,
areal_mass_g_cm2,2,0.662,5,0.165954,,,,
areal_mass_g_cm2,2,0.662,6,0.165734,,,,
areal_mass_g_cm2,2,0.662,7,0.165514,,,,
areal_mass_g_cm2,2,0.662,8,0.165404,,,,
areal_mass_g_cm2,2,0.662,9,0.165296,,,,
areal_mass_g_cm2,2,0.662,10,0.165076,,,,
areal_mass_g_cm2,2,0.8,1,0.151906,,,,
areal_mass_g_cm2,2,0.8,2,0.152594,,,,
areal_mass_g_cm2,2,0.8,3,0.151216,,,,
areal_mass_g_cm2,2,0.8,4,0.150912,,,,
areal_mass_g_cm2,2,0.8,5,0.152202,,,,
areal_mass_g_cm2,2,0.8,6,0.152004,,,,
areal_mass_g_cm2,2,0.8,7,0.151806,,,,
areal_mass_g_cm2,2,0.8,8,0.151706,,,,
areal_mass_g_cm2,2,0.8,9,0.151608,,,,
areal_mass_g_cm2,2,0.8,10,0.15141,,,,
areal_mass_g_cm2,2,1,1,0.13657,,,,
areal_mass_g_cm2,2,1,2,0.13719,,,,
areal_mass_g_cm2,2,1,3,0.13595,,,,
areal_mass_g_cm2,2,1,4,0.135676,,,,
areal_mass_g_cm2,2,1,5,0.136836,,,,
areal_mass_g_cm2,2,1,6,0.136658,,,,
areal_mass_g_cm2,2,1,7,0.136482,,,,
areal_mass_g_cm2,2,1,8,0.136394,,,,
areal_mass_g_cm2,2,1,9,0.136306,,,,
areal_mass_g_cm2,2,1,10,0.13613,,,,
areal_mass_g_cm2,2,1.173,1,0.126178,,,,
areal_mass_g_cm2,2,1.173,2,0.126754,,,,
areal_mass_g_cm2,2,1.173,3,0.125604,,,,
areal_mass_g_cm2,2,1.173,4,0.125352,,,,
areal_mass_g_cm2,2,1.173,5,0.12643,,,,
areal_mass_g_cm2,2,1.173,6,0.126262,,,,
areal_mass_g_cm2,2,1.173,7,0.126094,,,,
areal_mass_g_cm2,2,1.173,8,0.12601,,,,
areal_mass_g_cm2,2,1.173,9,0.125926,,,,
areal_mass_g_cm2,2,1.173,10,0.12576,,,,
areal_mass_g_cm2,2,1.33,1,0.118296,,,,
areal_mass_g_cm2,2,1.33,2,0.118834,,,,
areal_mass_g_cm2,2,1.33,3,0.117758,,,,
areal_mass_g_cm2,2,1.33,4,0.117522,,,,
areal_mass_g_cm2,2,1.33,5,0.118526,,,,
areal_mass_g_cm2,2,1.33,6,0.118374,,,,
areal_mass_g_cm2,2,1.33,7,0.11822,,,,
areal_mass_g_cm2,2,1.33,8,0.118142,,,,
areal_mass_g_cm2,2,1.33,9,0.118066,,,,
areal_mass_g_cm2,2,1.33,10,0.117912,,,,
areal_mass_g_cm2,2,1.5,1,0.111148,,,,
areal_mass_g_cm2,2,1.5,2,0.111652,,,,
areal_mass_g_cm2,2,1.5,3,0.110644,,,,
areal_mass_g_cm2,2,1.5,4,0.110422,,,,
areal_mass_g_cm2,2,1.5,5,0.111366,,,,
areal_mass_g_cm2,2,1.5,6,0.11122,,,,
areal_mass_g_cm2,2,1.5,7,0.111076,,,,
areal_mass_g_cm2,2,1.5,8,0.111004,,,,
areal_mass_g_cm2,2,1.5,9,0.110932,,,,
areal_mass_g_cm2,2,1.5,10,0.110788,,,,
areal_mass_g_cm2,2,2,1,0.09538,,,,
areal_mass_g_cm2,2,2,2,0.095798,,,,
areal_mass_g_cm2,2,2,3,0.09496,,,,
areal_mass_g_cm2,2,2,4,0.094766,,,,
areal_mass_g_cm2,2,2,5,0.095556,,,,
areal_mass_g_cm2,2,2,6,0.095438,,,,
areal_mass_g_cm2,2,2,7,0.09532,,,,
areal_mass_g_cm2,2,2,8,0.095262,,,,
areal_mass_g_cm2,2,2,9,0.095202,,,,
areal_mass_g_cm2,2,2,10,0.095084,,,,
areal_mass_g_cm2,2,2.51,1,0.08428,,,,
areal_mass_g_cm2,2,2.51,2,0.084642,,,,
areal_mass_g_cm2,2,2.51,3,0.083918,,,,
areal_mass_g_cm2,2,2.51,4,0.083748,,,,
areal_mass_g_cm2,2,2.51,5,0.084434,,,,
areal_mass_g_cm2,2,2.51,6,0.08433,,,,
areal_mass_g_cm2,2,2.51,7,0.084228,,,,
areal_mass_g_cm2,2,2.51,8,0.084178,,,,
areal_mass_g_cm2,2,2.51,9,0.084126,,,,
areal_mass_g_cm2,2,2.51,10,0.084024,,,,
areal_mass_g_cm2,2,3,1,0.07649,,,,
areal_mass_g_cm2,2,3,2,0.0768,,,,
areal_mass_g_cm2,2,3,3,0.076182,,,,
areal_mass_g_cm2,2,3,4,0.076026,,,,
areal_mass_g_cm2,2,3,5,0.076616,,,,
areal_mass_g_cm2,2,3,6,0.076532,,,,
areal_mass_g_cm2,2,3,7,0.07645,,,,
areal_mass_g_cm2,2,3,8,0.076408,,,,
areal_mass_g_cm2,2,3,9,0.076366,,,,
areal_mass_g_cm2,2,3,10,0.076282,,,,
areal_mass_g_cm2,2,4,1,0.065452,,,,
areal_mass_g_cm2,2,4,2,0.065686,,,,
areal_mass_g_cm2,2,4,3,0.06522,,,,
areal_mass_g_cm2,2,4,4,0.06508,,,,
areal_mass_g_cm2,2,4,5,0.065542,,,,
areal_mass_g_cm2,2,4,6,0.065482,,,,
areal_mass_g_cm2,2,4,7,0.065424,,,,
areal_mass_g_cm2,2,4,8,0.065394,,,,
areal_mass_g_cm2,2,4,9,0.065364,,,,
areal_mass_g_cm2,2,4,10,0.065306,,,,
areal_mass_g_cm2,2,5,1,0.058186,,,,
areal_mass_g_cm2,2,5,2,0.058362,,,,
areal_mass_g_cm2,2,5,3,0.058008,,,,
areal_mass_g_cm2,2,5,4,0.05788,,,,
areal_mass_g_cm2,2,5,5,0.058246,,,,
areal_mass_g_cm2,2,5,6,0.058206,,,,
areal_mass_g_cm2,2,5,7,0.058166,,,,
areal_mass_g_cm2,2,5,8,0.058146,,,,
areal_mass_g_cm2,2,5,9,0.058126,,,,
areal_mass_g_cm2,2,5,10,0.058086,,,,
areal_mass_g_cm2,2,6,1,0.053058,,,,
areal_mass_g_cm2,2,6,2,0.053192,,,,
areal_mass_g_cm2,2,6,3,0.052924,,,,
areal_mass_g_cm2,2,6,4,0.052804,,,,
areal_mass_g_cm2,2,6,5,0.053094,,,,
areal_mass_g_cm2,2,6,6,0.05307,,,,
areal_mass_g_cm2,2,6,7,0.053044,,,,
areal_mass_g_cm2,2,6,8,0.053032,,,,
areal_mass_g_cm2,2,6,9,0.05302,,,,
areal_mass_g_cm2,2,6,10,0.052994,,,,
areal_mass_g_cm2,2,7,1,0.049254,,,,
areal_mass_g_cm2,2,7,2,0.049354,,,,
areal_mass_g_cm2,2,7,3,0.049156,,,,
areal_mass_g_cm2,2,7,4,0.049042,,,,
areal_mass_g_cm2,2,7,5,0.049272,,,,
areal_mass_g_cm2,2,7,6,0.04926,,,,
areal_mass_g_cm2,2,7,7,0.049248,,,,
areal_mass_g_cm2,2,7,8,0.049242,,,,
areal_mass_g_cm2,2,7,9,0.049236,,,,
areal_mass_g_cm2,2,7,10,0.049224,,,,
areal_mass_g_cm2,2,8,1,0.046326,,,,
areal_mass_g_cm2,2,8,2,0.046396,,,,
areal_mass_g_cm2,2,8,3,0.046258,,,,
areal_mass_g_cm2,2,8,4,0.046146,,,,
areal_mass_g_cm2,2,8,5,0.04633,,,,
areal_mass_g_cm2,2,8,6,0.046328,,,,
areal_mass_g_cm2,2,8,7,0.046326,,,,
areal_mass_g_cm2,2,8,8,0.046324,,,,
areal_mass_g_cm2,2,8,9,0.046324,,,,
areal_mass_g_cm2,2,8,10,0.046322,,,,
areal_mass_g_cm2,2,9,1,0.044024,,,,
areal_mass_g_cm2,2,9,2,0.044068,,,,
areal_mass_g_cm2,2,9,3,0.043978,,,,
areal_mass_g_cm2,2,9,4,0.04387,,,,
areal_mass_g_cm2,2,9,5,0.044012,,,,
areal_mass_g_cm2,2,9,6,0.04402,,,,
areal_mass_g_cm2,2,9,7,0.044026,,,,
areal_mass_g_cm2,2,9,8,0.04403,,,,
areal_mass_g_cm2,2,9,9,0.044034,,,,
areal_mass_g_cm2,2,9,10,0.044042,,,,
areal_mass_g_cm2,2,10,1,0.042156,,,,
areal_mass_g_cm2,2,10,2,0.042178,,,,
areal_mass_g_cm2,2,10,3,0.042134,,,,
areal_mass_g_cm2,2,10,4,0.042028,,,,
areal_mass_g_cm2,2,10,5,0.042134,,,,
areal_mass_g_cm2,2,10,6,0.042148,,,,
areal_mass_g_cm2,2,10,7,0.042164,,,,
areal_mass_g_cm2,2,10,8,0.042172,,,,
areal_mass_g_cm2,2,10,9,0.04218,,,,
areal_mass_g_cm2,2,10,10,0.042194,,,,
areal_mass_g_cm2,2,11,1,0.040628,,,,
areal_mass_g_cm2,2,11,2,0.040632,,,,
areal_mass_g_cm2,2,11,3,0.040624,,,,
areal_mass_g_cm2,2,11,4,0.04052,,,,
areal_mass_g_cm2,2,11,5,0.040594,,,,
areal_mass_g_cm2,2,11,6,0.040616,,,,
areal_mass_g_cm2,2,11,7,0.040638,,,,
areal_mass_g_cm2,2,11,8,0.04065,,,,
areal_mass_g_cm2,2,11,9,0.04066,,,,
areal_mass_g_cm2,2,11,10,0.040682,,,,
areal_mass_g_cm2,2,12,1,0.03935,,,,
areal_mass_g_cm2,2,12,2,0.039336,,,,
areal_mass_g_cm2,2,12,3,0.039362,,,,
areal_mass_g_cm2,2,12,4,0.03926,,,,
areal_mass_g_cm2,2,12,5,0.039306,,,,
areal_mass_g_cm2,2,12,6,0.039336,,,,
areal_mass_g_cm2,2,12,7,0.039364,,,,
areal_mass_g_cm2,2,12,8,0.039378,,,,
areal_mass_g_cm2,2,12,9,0.039392,,,,
areal_mass_g_cm2,2,12,10,0.03942,,,,
areal_mass_g_cm2,2,13,1,0.038268,,,,
areal_mass_g_cm2,2,13,2,0.03824,,,,
areal_mass_g_cm2,2,13,3,0.038296,,,,
areal_mass_g_cm2,2,13,4,0.038194,,,,
areal_mass_g_cm2,2,13,5,0.038218,,,,
areal_mass_g_cm2,2,13,6,0.038252,,,,
areal_mass_g_cm2,2,13,7,0.038286,,,,
areal_mass_g_cm2,2,13,8,0.038302,,,,
areal_mass_g_cm2,2,13,9,0.03832,,,,
areal_mass_g_cm2,2,13,10,0.038352,,,,
areal_mass_g_cm2,2,14,1,0.037356,,,,
areal_mass_g_cm2,2,14,2,0.037314,,,,
areal_mass_g_cm2,2,14,3,0.037398,,,,
areal_mass_g_cm2,2,14,4,0.037298,,,,
areal_mass_g_cm2,2,14,5,0.037298,,,,
areal_mass_g_cm2,2,14,6,0.037338,,,,
areal_mass_g_cm2,2,14,7,0.037376,,,,
areal_mass_g_cm2,2,14,8,0.037396,,,,
areal_mass_g_cm2,2,14,9,0.037416,,,,
areal_mass_g_cm2,2,14,10,0.037454,,,,
areal_mass_g_cm2,2,15,1,0.036574,,,,
areal_mass_g_cm2,2,15,2,0.03652,,,,
areal_mass_g_cm2,2,15,3,0.036628,,,,
areal_mass_g_cm2,2,15,4,0.036528,,,,
areal_mass_g_cm2,2,15,5,0.036508,,,,
areal_mass_g_cm2,2,15,6,0.036552,,,,
areal_mass_g_cm2,2,15,7,0.036596,,,,
areal_mass_g_cm2,2,15,8,0.036618,,,,
areal_mass_g_cm2,2,15,9,0.03664,,,,
areal_mass_g_cm2,2,15,10,0.036684,,,,
areal_mass_g_cm2,5,0.015,1,6.39164,1.6849884010002067,0.0016755061169046322,0.0028232083727892016,0.0028469723051177437
areal_mass_g_cm2,5,0.015,2,6.167745,1.7191753125368336,0.0020959570586888045,0.003603317631435108,0.003605240603384541
areal_mass_g_cm2,5,0.015,3,6.615539999999999,1.6516209517361922,0.0013393913294065271,0.002212166782221612,0.0022624436870615117
areal_mass_g_cm2,5,0.015,4,6.62453,1.6479268289274436,0.0013274041643954338,0.0021874649353372504,0.0022207426995738025
areal_mass_g_cm2,5,0.015,5,6.4802550000000005,1.6767397564880437,0.0015334196074650163,0.002571145619214883,0.0025926902399077078
areal_mass_g_cm2,5,0.015,6,6.42118,1.6822226613145004,0.001626735553855844,0.0027365314126622958,0.0027624045924406824
areal_mass_g_cm2,5,0.015,7,6.362105,1.6877708353694578,0.0017257302236752896,0.002912637141234765,0.0029229765392754454
areal_mass_g_cm2,5,0.015,8,6.332565,1.6905696445855383,0.0017774687096753401,0.003004934644777755,0.0030406883368254037
areal_mass_g_cm2,5,0.015,9,6.30303,1.6933854500421557,0.0018307491945124589,0.0031001640486637942,0.0031325333453499503
areal_mass_g_cm2,5,0.015,10,6.243955,1.6990677052485657,0.001942159074012171,0.0032998597611095383,0.003318869961198897
areal_mass_g_cm2,5,0.02,1,3.227905,2.29321988049737,0.039640458618439664,0.09090428777583914,0.08970366098334608
areal_mass_g_cm2,5,0.02,2,3.1383650000000003,2.356771867449857,0.043353623160406723,0.10217459941646913,0.10016980507961688
areal_mass_g_cm2,5,0.02,3,3.31745,2.230572870114021,0.036245139116887815,0.08084742398763842,0.07956974121183509
areal_mass_g_cm2,5,0.02,4,3.3225300000000004,2.225080016086551,0.03606148069752258,0.08023968005054839,0.0788891506292321
areal_mass_g_cm2,5,0.02,5,3.2715499999999995,2.2723822507431315,0.037947562744848944,0.08623136804035604,0.08416720011639708
areal_mass_g_cm2,5,0.02,6,3.242455,2.2862439795139804,0.039067865660885305,0.08931867265966,0.08809503705177632
areal_mass_g_cm2,5,0.02,7,3.21336,2.300227583829936,0.040221242601520275,0.09251801168793267,0.09046408061209615
areal_mass_g_cm2,5,0.02,8,3.1988100000000004,2.307264642260838,0.04081073987423085,0.09416117713631736,0.09246103582770958
areal_mass_g_cm2,5,0.02,9,3.184265,2.3143336948339592,0.041408669991154334,0.0958334802187883,0.09428268652724778
areal_mass_g_cm2,5,0.02,10,3.1551649999999998,2.328561593032549,0.04263136623687253,0.09926976207768592,0.09739697403044133
areal_mass_g_cm2,5,0.03,1,1.62108,3.5877905913958457,0.19768508386158765,0.7092526839379029,0.7076533518016694
