set,material,E_MeV,Zeq,B_1mfp,B_2mfp,B_3mfp,B_4mfp,B_5mfp,B_6mfp,B_7mfp,B_8mfp,B_9mfp,B_10mfp,B_11mfp,B_12mfp,B_15mfp,B_20mfp,B_25mfp,B_30mfp,B_35mfp,B_40mfp
new,Mix8,0.1,6.99523,5.21101,13.745,27.9256,49.5441,80.6688,123.59,180.77,254.787,348.29,463.954,604.456,772.471,1468.93,3472.16,7162.96,13951.2,25531.1,41736.4
new,Mix8,0.15,7.00942,3.96906,10.2637,21.0276,37.7835,62.2852,96.4622,142.364,202.105,277.808,371.563,485.403,621.299,1180.87,2766.65,5673.28,11043.6,20079.7,32069.3
new,Mix8,0.2,7.01324,3.39394,8.37848,16.7524,29.5615,47.9696,73.2089,106.535,149.183,202.337,267.103,344.503,435.486,799.154,1783.52,3518.55,6528.64,10975,15777.9
new,Mix8,0.3,7.02196,2.95984,6.65997,12.443,20.7731,32.1399,47.0316,65.9151,89.2201,117.327,150.564,189.2,233.459,401.791,815.545,1459.92,2469.3,3900.51,5486.37
new,Mix8,0.356,7.02451,2.80405,6.07584,11.0337,17.9875,27.2539,39.1363,53.911,71.8182,93.0564,117.781,146.106,178.112,296.764,576.051,992.242,1619.17,2475.52,3390.03
new,Mix8,0.4,7.02602,2.69803,5.69059,10.1252,16.2253,24.2134,34.2941,46.645,61.4101,78.6977,98.5809,121.101,146.273,237.689,445.307,743.352,1177.61,1751.74,2343.66
new,Mix8,0.5,7.02805,2.53611,5.08042,8.68152,13.4475,19.4817,26.8723,35.687,45.9712,57.7484,71.0214,85.776,101.985,159.014,281.654,447.211,674.791,961.162,1245.88
new,Mix8,0.511,7.02807,2.52042,5.0252,8.55611,13.2133,19.0924,26.2737,34.8182,44.7655,56.1341,68.9231,83.1158,98.6837,153.302,270.235,427.404,642.65,912.606,1180.3
new,Mix8,0.6,7.02916,2.40463,4.62533,7.66041,11.5594,16.3678,22.1192,28.8329,36.513,45.1498,54.7216,65.1974,76.5406,115.407,195.413,298.807,435.659,601.946,762.122
new,Mix8,0.662,7.03226,2.34794,4.42414,7.20924,10.7324,15.0206,20.0911,25.9504,32.5932,40.0043,48.1595,57.0286,66.5778,98.986,164.761,248.61,358.116,489.605,615.651
new,Mix8,0.8,7.02987,2.23921,4.04988,6.38707,9.24984,12.6377,16.545,20.9603,25.8658,31.2389,37.0531,43.2799,49.8903,71.7681,114.389,166.454,231.726,307.113,377.168
new,Mix8,1,7.03081,2.12218,3.66855,5.58238,7.84616,10.4455,13.365,16.5867,20.091,23.8566,27.8615,32.0837,36.5026,50.7682,77.4846,108.825,146.633,188.848,227.352
new,Mix8,1.173,6.58656,2.08521,3.53397,5.28847,7.32801,9.63614,12.1966,14.9924,18.0058,21.2185,24.6121,28.1693,31.8736,43.7393,65.7293,91.277,121.911,156.336,188.683
new,Mix8,1.33,6.25151,2.05119,3.41267,5.02611,6.86816,8.92049,11.166,13.588,16.1697,18.8947,21.7474,24.7132,27.7788,37.4749,55.1065,75.2373,98.9498,125.054,149.168
new,Mix8,1.5,6.17800,2.00284,3.25073,4.68854,6.29261,8.04485,9.92923,11.9308,14.0355,16.2299,18.5019,20.8403,23.2354,30.689,43.867,58.3967,74.8781,92.424,108.322
new,Mix8,2,6.14362,1.89186,2.92145,4.0512,5.26489,6.55088,7.89961,9.30283,10.7532,12.2442,13.7701,15.3257,16.9069,21.7725,30.23,39.2796,49.1436,59.4666,69.2168
new,Mix8,2.51,6.13798,1.81081,2.69911,3.64177,4.62893,5.65383,6.71118,7.79662,8.90647,10.0376,11.1873,12.3534,13.5342,17.1534,23.4392,30.1388,37.2847,44.5675,51.4818
new,Mix8,3,6.13544,1.74708,2.5302,3.33747,4.16387,5.00602,5.8614,6.72797,7.60409,8.48838,9.37972,10.2772,11.1802,13.918,18.5792,23.3921,28.3259,33.2262,37.9251
new,Mix8,4,6.13119,1.64991,2.29277,2.93172,3.56806,4.20262,4.83599,5.46865,6.10095,6.7332,7.36564,7.99848,8.63187,10.5365,13.7283,16.9358,20.1358,23.2882,26.3423
new,Mix8,5,6.13007,1.57319,2.11789,2.6465,3.16396,3.67335,4.17682,4.67602,5.1722,5.66634,6.15921,6.65142,7.1434,8.6203,11.0806,13.498,15.8245,18.0908,20.4098
new,Mix8,6,6.12856,1.5239,2.00788,2.46986,2.91685,3.35313,3.78166,4.20463,4.62371,5.0402,5.45512,5.86925,6.28318,7.52698,9.60366,11.6408,13.5942,15.5175,17.5521
new,Mix8,7,6.12706,1.47771,1.91123,2.32069,2.71388,3.09546,3.46862,3.8357,4.19846,4.55825,4.9161,5.27283,5.629,6.69723,8.47053,10.1751,11.7235,13.1132,14.4675
new,Mix8,8,6.12537,1.43772,1.82869,2.19449,2.54335,2.88015,3.20821,3.52993,3.8471,4.16111,4.473,4.78359,5.09348,6.02211,7.56222,9.0343,10.3353,11.4192,12.37
new,Mix8,9,6.12593,1.4027,1.76006,2.09315,2.40996,2.71525,3.01219,3.3031,3.58967,3.8732,4.1547,4.43488,4.71428,5.55025,6.92794,8.23093,9.40226,10.4868,11.622
new,Mix8,10,6.12294,1.37142,1.69907,2.00341,2.29218,2.56995,2.83978,3.10386,3.36381,3.62086,3.87591,4.12963,4.38246,5.13752,6.37457,7.54768,8.66792,9.84512,11.2068
new,Mix8,11,6.12301,1.34884,1.65542,1.93957,2.20876,2.46738,2.71838,2.96388,3.20543,3.44421,3.68112,3.91681,4.15173,4.854,6.00847,7.10315,8.1258,9.16071,10.3335
new,Mix8,12,6.12256,1.32822,1.61571,1.88162,2.13316,2.37455,2.60865,2.83747,3.06252,3.28494,3.50558,3.7251,3.94395,4.59879,5.67899,6.70594,7.65169,8.57586,9.59623
new,Mix8,13,6.12211,1.30926,1.57929,1.82858,2.06407,2.28984,2.50862,2.72235,2.93247,3.14008,3.34602,3.55092,3.75523,4.36707,5.37966,6.34628,7.22903,8.0657,8.96243
new,Mix8,14,6.12255,1.29169,1.54565,1.77968,2.00049,2.21198,2.41677,2.61674,2.81326,3.00738,3.19993,3.39151,3.58257,4.15515,5.10569,6.01746,6.84674,7.61306,8.40895
new,Mix8,15,6.12230,1.27535,1.51441,1.73437,1.94165,2.14,2.33195,2.51928,2.70331,2.88507,3.06533,3.24468,3.42357,3.96004,4.85317,5.71421,6.49659,7.20508,7.91808
new,Mix9,0.015,6.84566,1.25598,1.39507,1.49125,1.56516,1.62601,1.67862,1.72573,1.76901,1.8095,1.8479,1.88465,1.92003,2.01931,2.16213,2.27049,2.34674,2.41213,2.49115
new,Mix9,0.02,6.87049,1.58346,1.96707,2.26542,2.51449,2.73219,2.92879,3.11069,3.28213,3.44599,3.60429,3.75845,3.90948,4.34947,5.04551,5.66782,6.18483,6.63215,7.10957
new,Mix9,0.03,6.89943,2.70456,4.23681,5.69394,7.11175,8.51152,9.90791,11.3119,12.732,14.1752,15.6474,17.1534,18.6971,23.5827,32.6163,42.5047,52.6534,62.8909,74.1195
new,Mix9,0.04,6.91816,4.04532,7.88907,12.4251,17.6305,23.4967,30.0197,37.1968,45.0261,53.5058,62.6349,72.4131,82.8423,118.099,191.232,286.774,411.05,564.128,735.187
new,Mix9,0.05,6.93063,5.1467,11.5358,20.1992,31.3304,45.1364,61.8161,81.5516,104.506,130.821,160.624,194.026,231.135,365.894,680.863,1155.71,1876.77,2889.5,4088.63
new,Mix9,0.06,6.94054,5.60402,13.7096,25.7872,42.5446,64.727,93.0754,128.302,171.074,222.005,281.656,350.543,429.153,728.444,1486.32,2748.16,4874.33,8111.58,12063.1
new,Mix9,0.08,6.95413,5.48885,14.5095,29.3015,51.5072,82.944,125.531,181.225,251.967,339.642,446.052,572.92,721.917,1319.12,2967.39,5991.15,11518,20260.6,30705.5
new,Mix9,0.1,6.96389,5.23088,13.8522,28.2385,50.25,82.0427,126.012,184.743,260.952,357.438,477.04,622.607,796.992,1522.32,3620.55,7509.15,14700.1,27030.3,44367.9
new,Mix9,0.15,6.97934,3.97788,10.3164,21.1872,38.1505,63.0066,97.74,144.463,205.355,282.611,378.393,494.806,633.892,1207.44,2836.46,5828.89,11369.1,20705.6,33099.7
new,Mix9,0.2,6.98309,3.40057,8.41446,16.8566,29.7937,48.4144,73.9788,107.772,151.062,205.061,270.904,349.641,442.244,812.689,1816.26,3586.36,6662.19,11217.9,16152.8
new,Mix9,0.3,6.99428,2.96298,6.67743,12.4917,20.8767,32.3291,47.3444,66.3964,89.9209,118.304,151.876,190.911,235.634,405.757,823.922,1475.33,2496.44,3944.9,5548.57
new,Mix9,0.356,6.99739,2.80652,6.08917,11.0698,18.0623,27.3875,39.3522,54.2362,72.2822,93.6906,118.618,147.178,179.453,299.097,580.663,1000.29,1632.73,2496.64,3417.92
new,Mix9,0.4,6.99920,2.70011,5.70151,10.1541,16.2841,24.3164,34.4577,46.8873,61.7504,79.1559,99.1767,121.853,147.201,239.241,448.194,748.144,1185.36,1763.36,2358.32
new,Mix9,0.5,7.00108,2.53793,5.08881,8.7024,13.488,19.5501,26.9775,35.8385,46.1788,58.0215,71.3692,86.2069,102.507,159.847,283.106,449.488,678.303,966.275,1252.28
new,Mix9,0.511,7.00107,2.52218,5.03333,8.57635,13.2525,19.1583,26.3749,34.9637,44.9643,56.3951,69.2548,83.526,99.1793,154.089,271.595,429.527,645.918,917.349,1186.21
new,Mix9,0.6,7.00194,2.40591,4.63162,7.67604,11.5892,16.4172,22.1937,28.938,36.654,45.3316,54.9484,65.4729,76.8676,115.9,196.206,299.991,437.441,604.46,765.083
new,Mix9,0.662,7.00475,2.34936,4.43013,7.22334,10.7586,15.063,20.1542,26.0384,32.7104,40.1544,48.3461,57.2546,66.8458,99.3911,165.425,249.62,359.642,491.758,618.231
new,Mix9,0.8,7.00237,2.24086,4.05521,6.39818,9.26893,12.667,16.5868,21.0167,25.9389,31.3305,37.1649,43.4133,50.0465,71.9981,114.758,167.001,232.516,308.168,378.38
new,Mix9,1,7.00328,2.12291,3.67165,5.58936,7.85849,10.4646,13.392,16.6228,20.1371,23.9133,27.9292,32.1628,36.5932,50.8926,77.6653,109.083,147.008,189.345,227.889
new,Mix9,1.173,6.57903,2.08565,3.53533,5.29121,7.33254,9.64285,12.2058,15.0045,18.021,21.2369,24.634,28.1947,31.9027,43.7796,65.7896,91.3645,122.039,156.506,188.877
new,Mix9,1.33,6.26869,2.05028,3.40992,5.02074,6.85947,8.9079,11.1491,13.5662,16.1428,18.8626,21.71,24.6704,27.7307,37.4113,55.0162,75.1081,98.7636,124.817,148.929
new,Mix9,1.5,6.20044,2.00183,3.24776,4.68292,6.28379,8.03241,9.91287,11.9104,14.0109,16.2012,18.4692,20.8038,23.1954,30.6397,43.804,58.3115,74.7599,92.2888,108.219
new,Mix9,2,6.16860,1.89081,2.91889,4.04681,5.2584,6.54205,7.88827,9.28882,10.7364,12.2246,13.7475,15.3002,16.8783,21.7349,30.1775,39.2107,49.0546,59.3548,69.085
new,Mix9,2.51,6.16309,1.80984,2.697,3.6384,4.62422,5.64773,6.70364,7.78762,8.89599,10.0256,11.1738,12.3384,13.5177,17.1321,23.408,30.0935,37.2227,44.492,51.3994
new,Mix9,3,6.16106,1.74616,2.52838,3.33478,4.16034,5.00171,5.85636,6.72225,7.59772,8.48142,9.37221,10.2692,11.1717,13.908,18.566,23.374,28.3034,33.2031,37.9048
new,Mix9,4,6.15698,1.64931,2.29163,2.93009,3.56601,4.20019,4.83325,5.46563,6.09771,6.72979,7.36211,7.99487,8.62824,10.5331,13.726,16.9352,20.1368,23.29,26.3441
new,Mix9,5,6.15596,1.57284,2.11723,2.64558,3.16283,3.67206,4.17544,4.67459,5.17077,5.66497,6.15795,6.65032,7.14251,8.62028,11.0826,13.5019,15.8303,18.0994,20.4234
new,Mix9,6,6.15451,1.52368,2.00739,2.46911,2.91588,3.35197,3.78037,4.20325,4.6223,5.03881,5.45381,5.86807,6.28217,7.52672,9.60484,11.6426,13.5962,15.5222,17.5643
new,Mix9,7,6.15310,1.47736,1.91064,2.31995,2.71305,3.09461,3.4678,3.83495,4.19782,4.55776,4.9158,5.27274,5.62916,6.6982,8.47268,10.1776,11.7271,13.1237,14.4947
new,Mix9,8,6.15140,1.43725,1.82801,2.19372,2.54258,2.87946,3.20765,3.52954,3.84693,4.16116,4.47331,4.78417,5.09433,6.02374,7.56442,9.03533,10.3348,11.4227,12.3894
new,Mix9,9,6.15206,1.4023,1.75949,2.09252,2.40936,2.71472,3.0118,3.30286,3.58963,3.87339,4.15512,4.43557,4.71524,5.55211,6.93143,8.23638,9.41121,10.5027,11.6488
new,Mix9,10,6.14908,1.37109,1.69861,2.00292,2.29172,2.56958,2.83954,3.10377,3.36391,3.62117,3.87646,4.13044,4.38357,5.13971,6.37945,7.55598,8.6782,9.85417,11.212
new,Mix9,11,6.14909,1.34855,1.655,1.9391,2.2083,2.46697,2.71806,2.96368,3.20538,3.44434,3.68145,3.91737,4.15254,4.85575,6.01248,7.11007,8.13495,9.16999,10.341
new,Mix9,12,6.14873,1.32798,1.61534,1.88118,2.1327,2.37413,2.60828,2.8372,3.06237,3.28494,3.50576,3.72548,3.94456,4.60024,5.68239,6.7118,7.65969,8.58474,9.6048
new,Mix9,13,6.14837,1.30905,1.57895,1.82817,2.06363,2.28941,2.50823,2.72203,2.93225,3.13999,3.34609,3.55117,3.75568,4.36829,5.38262,6.35134,7.23598,8.07386,8.97125
new,Mix9,14,6.14891,1.29152,1.54535,1.77931,2.00007,2.21156,2.41638,2.61639,2.813,3.00724,3.19992,3.39166,3.58291,4.1562,5.10834,6.02192,6.85281,7.62038,8.41751
new,Mix9,15,6.14840,1.27521,1.51416,1.73404,1.94127,2.13961,2.33157,2.51893,2.70304,2.88489,3.06527,3.24477,3.42384,3.96098,4.85557,5.71818,6.50188,7.2115,7.926
new,Mix10,0.015,6.82757,1.25859,1.39938,1.49685,1.57181,1.63356,1.68696,1.7348,1.77875,1.81988,1.85889,1.89622,1.93217,2.03307,2.17831,2.28862,2.36633,2.433,2.51351
new,Mix10,0.02,6.84607,1.59118,1.98171,2.28634,2.54119,2.76429,2.96601,3.15282,3.32902,3.49753,3.66041,3.81911,3.97467,4.42831,5.14771,5.79367,6.33277,6.79977,7.2966
new,Mix10,0.03,6.86418,2.73412,4.30855,5.81559,7.28946,8.75073,10.2137,11.689,13.1854,14.7098,16.2682,17.8654,19.5056,24.7137,34.4017,45.091,56.1808,67.5274,80.1259
new,Mix10,0.04,6.87502,4.09869,8.05763,12.771,18.2204,24.4018,31.3157,38.9637,47.3477,56.4697,66.3319,76.9377,88.2923,126.953,208.225,316.172,458.994,637.659,839.66
new,Mix10,0.05,6.88191,5.22299,11.8012,20.7961,32.4376,46.9712,64.635,85.6506,110.219,138.522,170.719,206.96,247.386,395.319,745.745,1281.71,2106.97,3282.75,4694.98
new,Mix10,0.06,6.88766,5.68832,14.0228,26.5375,44.0199,67.3052,97.2331,134.62,180.242,234.821,299.028,373.486,458.789,785.99,1624.79,3037.83,5445.65,9161.75,13771
new,Mix10,0.08,6.89533,5.56227,14.8083,30.0749,53.1341,85.9632,130.668,189.417,264.382,357.69,471.397,607.483,767.88,1415.06,3219.29,6556.34,12709.7,22575.9,34579.3
new,Mix10,0.1,6.90104,5.271,14.0696,28.8755,51.6923,84.858,130.989,192.928,273.681,376.369,504.174,660.309,848.007,1633.86,3932.25,8239.74,16287.8,30223.7,49993.8
new,Mix10,0.15,6.90971,4.00461,10.4591,21.6072,39.1083,64.8889,101.086,149.987,213.969,295.435,396.771,520.307,668.316,1281.8,3038.34,6288.48,12341.3,22595.5,36266.6
new,Mix10,0.2,6.90966,3.42492,8.52533,17.1607,30.4574,49.6777,76.1679,111.309,156.472,212.975,282.06,364.876,462.496,854.465,1920.68,3804.63,7098.68,12056.8,17562.6
new,Mix10,0.3,6.91665,2.97638,6.74455,12.6752,21.2665,33.0455,48.54,68.2566,92.6632,122.176,157.153,197.891,244.637,422.906,862.713,1550.51,2634.25,4181.72,5906.36
new,Mix10,0.356,6.91819,2.81833,6.14618,11.221,18.375,27.9484,40.2677,55.6314,74.2998,96.4883,122.366,152.058,185.652,310.444,605.042,1045.72,1712.36,2624.82,3596.37
new,Mix10,0.4,6.91901,2.7108,5.75175,10.2845,16.5483,24.7818,35.2045,48.0073,63.3458,81.3368,102.059,125.558,151.849,247.469,465.087,778.478,1236.34,1840.6,2457.6
new,Mix10,0.5,6.92010,2.54686,5.12772,8.79855,13.6755,19.8698,27.476,36.5672,47.193,59.3792,73.1296,88.4298,105.252,164.506,292.171,465.171,704.458,1007.39,1309.52
new,Mix10,0.511,6.91999,2.53128,5.07186,8.67042,13.4346,19.4671,26.8543,35.662,45.9335,57.6892,70.9291,85.636,101.78,158.486,280.103,444.159,670.103,954.904,1237.79
new,Mix10,0.6,6.92063,2.41613,4.66718,7.75479,11.7322,16.6483,22.5392,29.4257,37.3128,46.1907,56.0368,66.8189,78.4985,118.537,200.995,307.67,448.924,619.938,782.941
new,Mix10,0.662,6.92372,2.35773,4.45994,7.28942,10.8779,15.2541,20.4369,26.4332,33.2379,40.8348,49.1988,58.298,68.097,101.356,168.853,254.99,367.634,502.622,630.941
new,Mix10,0.8,6.92051,2.24626,4.07614,6.44516,9.35309,12.7997,16.7795,21.28,26.2829,31.7642,37.696,44.0482,50.7904,73.0901,116.489,169.568,236.322,313.485,384.818
new,Mix10,1,6.92165,2.12804,3.6883,5.62363,7.91645,10.5522,13.5148,16.7861,20.3455,24.1709,28.2395,32.5286,37.0166,51.4984,78.6053,110.456,149,192.07,231.179
new,Mix10,1.173,6.56394,2.08652,3.53808,5.29671,7.34163,9.6563,12.2244,15.0287,18.0514,21.2739,24.678,28.2458,31.9611,43.8604,65.9107,91.5402,122.294,156.848,189.267
new,Mix10,1.33,6.30311,2.04848,3.40443,5.01001,6.84215,8.8828,11.1152,13.5228,16.0893,18.7986,21.6353,24.585,27.6347,37.2844,54.8362,74.8508,98.3931,124.346,148.45
new,Mix10,1.5,6.24541,1.99982,3.24185,4.67172,6.26623,8.00764,9.8803,11.8696,13.9619,16.144,18.404,20.7311,23.1155,30.5415,43.6789,58.1427,74.5263,92.0207,108.015
new,Mix10,2,6.21866,1.88871,2.9138,4.03807,5.24547,6.52448,7.86569,9.26094,10.703,12.1854,13.7025,15.2493,16.8215,21.6603,30.0731,39.0735,48.8773,59.1321,68.8224
new,Mix10,2.51,6.21339,1.80791,2.69278,3.63168,4.61485,5.63558,6.68864,7.76971,8.87513,10.0018,11.147,12.3086,13.4848,17.0896,23.346,30.0039,37.0999,44.3421,51.2358
new,Mix10,3,6.21239,1.74433,2.52475,3.32942,4.15333,4.99313,5.84631,6.71083,7.58504,8.46756,9.35725,10.2532,11.1547,13.8882,18.54,23.3384,28.2591,33.157,37.8643
new,Mix10,4,6.20863,1.64812,2.28936,2.92687,3.56192,4.19536,4.82777,5.45961,6.09125,6.72299,7.35507,7.98769,8.621,10.5262,13.7213,16.9337,20.1383,23.2929,26.3468
new,Mix10,5,6.20781,1.57213,2.1159,2.64373,3.16057,3.66949,4.17267,4.67173,5.16793,5.66224,6.15545,6.64813,7.14073,8.62022,11.0864,13.5097,15.8418,18.1164,20.4503
new,Mix10,6,6.20648,1.52324,2.00642,2.46763,2.91394,3.34967,3.77779,4.2005,4.61949,5.03604,5.45119,5.8657,6.28014,7.52615,9.60699,11.6457,13.5996,15.531,17.5884
new,Mix10,7,6.20525,1.47666,1.90947,2.31848,2.71142,3.09291,3.46615,3.83345,4.19654,4.55678,4.91519,5.27256,5.62946,6.70011,8.4769,10.1825,11.7347,13.1461,14.5517
new,Mix10,8,6.20351,1.43632,1.82664,2.19218,2.54105,2.87808,3.20653,3.52877,3.84656,4.16126,4.47391,4.7853,5.096,6.02695,7.56875,9.03742,10.3346,11.4326,12.4339
new,Mix10,9,6.20438,1.40151,1.75835,2.09127,2.40815,2.71368,3.011,3.3024,3.58955,3.87374,4.15596,4.43692,4.71714,5.5558,6.93838,8.24728,9.42931,10.5349,11.703
new,Mix10,10,6.20141,1.37043,1.69768,2.00193,2.29081,2.56884,2.83904,3.1036,3.36411,3.62178,3.87754,4.13205,4.38575,5.14402,6.38905,7.57239,8.69867,9.87236,11.2225
new,Mix10,11,6.20126,1.34798,1.65417,1.93817,2.20737,2.46615,2.71743,2.96329,3.20529,3.4446,3.68211,3.91847,4.15415,4.85922,6.02041,7.12381,8.15319,9.18858,10.3561
new,Mix10,12,6.20110,1.32749,1.61459,1.8803,2.13179,2.37327,2.60755,2.83666,3.06207,3.28493,3.5061,3.72622,3.94575,4.6031,5.68915,6.72349,7.67568,8.60253,9.622
new,Mix10,13,6.20091,1.30864,1.57829,1.82736,2.06276,2.28856,2.50745,2.72139,2.93182,3.13981,3.34621,3.55165,3.75658,4.37071,5.38852,6.36143,7.24988,8.09018,8.98889
new,Mix10,14,6.20165,1.29118,1.54477,1.77857,1.99925,2.21072,2.41559,2.61571,2.81248,3.00694,3.1999,3.39196,3.58359,4.15831,5.11362,6.03082,6.86493,7.63501,8.43461
new,Mix10,15,6.20060,1.27493,1.51367,1.73339,1.94052,2.13883,2.33081,2.51825,2.70249,2.88454,3.06516,3.24496,3.42437,3.96283,4.86035,5.72609,6.5124,7.22427,7.94177
old,Mix1,0.015,6.62076,1.28892,1.44981,1.56273,1.65038,1.72304,1.78615,1.84285,1.89505,1.94398,1.99045,2.03497,2.07789,2.1987,2.37379,2.50838,2.60448,2.68724,2.78655
old,Mix1,0.02,6.63450,1.6592,2.11274,2.4754,2.78425,3.05822,3.30842,3.54195,3.76358,3.97663,4.1835,4.38589,4.58504,5.17046,6.11721,6.99686,7.75982,8.42968,9.12487
old,Mix1,0.03,6.64099,2.92498,4.7828,6.63256,8.49768,10.3934,12.3312,14.3204,16.3692,18.4846,20.673,22.9401,25.2909,32.8857,47.4595,64.2432,82.7437,103.169,127.194
old,Mix1,0.04,6.64474,4.38932,9.00018,14.7419,21.6331,29.7079,39.0035,49.5557,61.3982,74.5628,89.0797,104.98,122.296,183.16,318.709,511.915,786.965,1154.28,1588.66
old,Mix1,0.05,6.64820,5.59662,13.1338,23.8489,38.1879,56.6297,79.6558,107.736,141.321,180.837,226.687,279.255,338.917,564.43,1128.97,2044.01,3534.06,5782.51,8637.33
old,Mix1,0.06,6.65184,6.07229,15.4824,30.0948,51.1163,79.8687,117.734,166.114,226.401,299.956,388.091,492.08,613.167,1091.94,2381.05,4653.33,8695.53,15270.7,23946.2
old,Mix1,0.08,6.65745,5.86587,16.0683,33.3841,60.184,99.1947,153.417,226.044,320.383,439.784,587.587,767.098,981.603,1869.3,4438.87,9332.08,18635.5,34296.1,54652
old,Mix1,0.1,6.66184,5.42706,14.9286,31.4229,57.5218,96.346,151.473,226.874,326.849,455.943,618.884,820.525,1065.83,2115.72,5297.7,11476.7,23405.5,44703.5,75711.1
old,Mix1,0.15,6.66842,4.09938,10.9715,23.1307,42.6127,71.8284,113.505,170.616,246.308,343.817,466.406,617.308,799.715,1567.99,3821.83,8080.67,16145.3,30002.7,48663
old,Mix1,0.2,6.66901,3.50655,8.90165,18.2021,32.7475,54.0657,83.8167,123.734,175.57,241.037,321.773,419.313,535.091,1005.37,2299.79,4593.4,8664.22,15084.3,22773.7
old,Mix1,0.3,6.67449,3.01915,6.96077,13.2702,22.5368,35.3902,52.4672,74.3852,101.72,134.989,174.639,221.047,274.523,479.852,990.99,1797.64,3085.79,4958.53,7082.58
old,Mix1,0.356,6.67569,2.85537,6.32636,11.7017,19.3735,29.7459,43.21,60.1263,80.8114,105.53,134.491,167.851,205.722,347.145,683.549,1191.38,1966.88,3032.33,4157.33
old,Mix1,0.4,6.67636,2.74391,5.90861,10.6935,17.3809,26.2526,37.5703,51.5625,68.4164,88.2744,111.233,137.348,166.643,273.604,518.478,873.976,1396.04,2079.46,2757.14
old,Mix1,0.5,6.67730,2.57443,5.24852,9.09844,14.2626,20.8732,29.0437,38.8629,50.3921,63.6649,78.6892,95.451,113.921,179.198,320.616,514.213,786.309,1136.51,1489.59
old,Mix1,0.511,6.67720,2.55935,5.1914,8.96351,14.004,20.4349,28.36,37.8593,48.9866,61.7694,76.211,92.2943,109.988,172.343,306.805,489.95,745.827,1072.73,1399.57
old,Mix1,0.6,6.67781,2.44788,4.77784,8.00056,12.1796,17.3728,23.6239,30.9591,39.3867,48.898,59.4695,71.0666,83.6473,126.866,216.113,331.865,484.906,667.855,837.101
old,Mix1,0.662,6.68028,2.38431,4.55448,7.49927,11.2572,15.8625,21.3382,27.6931,34.9225,43.0088,51.9243,61.6332,72.0959,107.628,179.767,272.025,392.839,536.492,669.778
old,Mix1,0.8,6.67781,2.2627,4.14042,6.59002,9.61318,13.2105,17.3758,22.0951,27.3472,33.1045,39.3349,46.0042,53.0776,76.4223,121.698,177.213,247.605,329.158,403.525
old,Mix1,1,6.67852,2.14404,3.74024,5.73052,8.09729,10.8255,13.8983,17.2959,20.9961,24.9749,29.2073,33.6687,38.3358,53.381,81.5138,114.693,155.138,200.455,241.258
old,Mix1,1.173,6.33924,2.0998,3.57986,5.38052,7.48024,9.86156,12.5069,15.3979,18.5149,21.838,25.3473,29.0237,32.8497,45.0869,67.7432,94.2044,126.171,162.018,195.106
old,Mix1,1.33,6.09267,2.05965,3.43853,5.07668,6.94989,9.03894,11.3258,13.7927,16.422,19.1963,22.0991,25.115,28.2303,38.0707,55.9529,76.4558,100.711,127.28,151.39
old,Mix1,1.5,6.03760,2.00926,3.26959,4.72425,6.34867,8.12392,10.0332,12.0607,14.1916,16.4122,18.7094,21.0718,23.4894,31.0011,44.2677,58.9461,75.6437,93.2919,108.962
old,Mix1,2,6.01050,1.89755,2.93527,4.07494,5.30003,6.59863,7.96099,9.37865,10.8441,12.3507,13.8924,15.4641,17.0614,21.9754,30.5134,39.6515,49.6239,60.0696,69.9275
old,Mix1,2.51,6.00690,1.81594,2.71032,3.65963,4.65386,5.68613,6.75107,7.84425,8.96195,10.101,11.2587,12.4329,13.6218,17.2667,23.6054,30.381,37.6163,44.97,51.9188
old,Mix1,3,6.00348,1.75187,2.53971,3.35152,4.18224,5.02847,5.88768,6.75783,7.63726,8.52464,9.41886,10.3191,11.2246,13.9702,18.649,23.4885,28.4446,33.3471,38.0296
old,Mix1,4,5.99959,1.65301,2.29865,2.9401,3.57865,4.21515,4.85019,5.48425,6.11768,6.7508,7.38386,8.01706,8.65057,10.5541,13.7401,16.9383,20.1289,23.2754,26.3287
old,Mix1,5,5.99861,1.57503,2.12134,2.6513,3.16983,3.68,4.184,4.68344,5.17958,5.67342,6.16573,6.65713,7.14805,8.62051,11.0707,13.4776,15.7945,18.0466,20.3407
old,Mix1,6,5.99717,1.52504,2.0104,2.4737,2.92184,3.35906,3.78829,4.21168,4.63091,5.04727,5.46178,5.87524,6.28825,7.52805,9.59674,11.6295,13.5808,15.4908,17.4885
old,Mix1,7,5.99542,1.4795,1.91421,2.32446,2.71809,3.09982,3.47288,3.83962,4.20181,4.56084,4.91777,5.2734,5.62835,6.69241,8.45934,10.1617,11.7062,13.0675,14.348
old,Mix1,8,5.99376,1.44004,1.83212,2.19837,2.54722,2.88366,3.2111,3.53198,3.84815,4.161,4.47165,4.78091,5.08943,6.01411,7.55079,9.02809,10.3389,11.4123,12.3004
old,Mix1,9,5.99418,1.40468,1.76293,2.09632,2.41305,2.71794,3.01427,3.30437,3.58998,3.87243,4.15272,4.43161,4.70964,5.54113,6.9107,8.20435,9.3596,10.4124,11.497
old,Mix1,10,5.99098,1.37308,1.70143,2.00596,2.29459,2.57195,2.84118,3.1045,3.36355,3.61956,3.87344,4.12586,4.37725,5.12698,6.35093,7.50792,8.61945,9.80271,11.1818
